user_id,monthly_income,total_savings,expected_contribution,family_members,married_children,unmarried_children,youngest_unmarried_age,ages_of_unmarried,priority_bridal_dress,priority_groom_dress,priority_furniture,priority_electronics,priority_jewelry,priority_kitchen_items,priority_decoration,priority_miscellaneous,estimated_budget,actual_spent,responsibility_score,category_breakdown
USR-073,55000,1050000,100000,6,1,1,19,[19],High,High,Medium,High,High,Low,Medium,Low,345800,434072,0.95,"{""bridal_dress"": 57104, ""groom_dress"": 38069, ""furniture"": 63449, ""electronics"": 57104, ""jewelry"": 76139, ""kitchen_items"": 30455, ""decoration"": 15862, ""miscellaneous"": 7613}"
USR-074,260000,1990000,0,6,2,1,14,[14],Low,High,Medium,High,High,Low,Medium,High,1123200,1434805,0.9,"{""bridal_dress"": 129351, ""groom_dress"": 129351, ""furniture"": 215585, ""electronics"": 194026, ""jewelry"": 258702, ""kitchen_items"": 103480, ""decoration"": 53896, ""miscellaneous"": 38805}"
USR-075,135000,1910000,200000,8,1,2,17,"[23, 17]",Medium,Low,Medium,Medium,High,Low,Low,Medium,636000,600094,0.75,"{""bridal_dress"": 96754, ""groom_dress"": 51602, ""furniture"": 129006, ""electronics"": 96754, ""jewelry"": 154807, ""kitchen_items"": 61922, ""decoration"": 25801, ""miscellaneous"": 19350}"
USR-076,300000,1330000,0,6,1,2,10,"[26, 10]",High,Medium,High,High,High,Low,Low,High,798000,698003,0.75,"{""bridal_dress"": 129172, ""groom_dress"": 71762, ""furniture"": 172230, ""electronics"": 129172, ""jewelry"": 172230, ""kitchen_items"": 68892, ""decoration"": 28705, ""miscellaneous"": 25834}"
USR-077,275000,1720000,0,9,3,1,20,[20],Medium,High,Low,High,High,High,High,Medium,1254000,1446050,0.95,"{""bridal_dress"": 173523, ""groom_dress"": 138819, ""furniture"": 185092, ""electronics"": 208228, ""jewelry"": 277638, ""kitchen_items"": 166583, ""decoration"": 69409, ""miscellaneous"": 34704}"
USR-078,205000,1120000,0,10,0,4,14,"[17, 16, 15, 14]",Low,Low,Low,High,High,Medium,High,High,448000,327165,0.5,"{""bridal_dress"": 53975, ""groom_dress"": 35983, ""furniture"": 71967, ""electronics"": 80963, ""jewelry"": 107951, ""kitchen_items"": 53975, ""decoration"": 26987, ""miscellaneous"": 16192}"
USR-079,200000,1670000,200000,12,3,2,11,"[24, 11]",Low,High,Medium,High,Low,Low,Low,High,870000,979641,0.75,"{""bridal_dress"": 109663, ""groom_dress"": 109663, ""furniture"": 182773, ""electronics"": 164495, ""jewelry"": 146218, ""kitchen_items"": 87731, ""decoration"": 36554, ""miscellaneous"": 32899}"
USR-080,105000,940000,200000,12,0,2,20,"[26, 20]",High,High,Medium,High,Low,Low,Low,Low,563200,557101,0.8,"{""bridal_dress"": 101376, ""groom_dress"": 67584, ""furniture"": 112640, ""electronics"": 101376, ""jewelry"": 90112, ""kitchen_items"": 54067, ""decoration"": 22528, ""miscellaneous"": 13516}"
USR-081,170000,1850000,0,8,3,2,22,"[25, 22]",Medium,High,Medium,High,Medium,High,High,Medium,652800,656511,0.8,"{""bridal_dress"": 90332, ""groom_dress"": 72265, ""furniture"": 120442, ""electronics"": 108398, ""jewelry"": 120442, ""kitchen_items"": 86718, ""decoration"": 36132, ""miscellaneous"": 18066}"
USR-082,170000,1620000,0,4,1,2,10,"[24, 10]",High,High,High,Low,High,Medium,Medium,Low,612000,565231,0.75,"{""bridal_dress"": 100694, ""groom_dress"": 67129, ""furniture"": 134259, ""electronics"": 67129, ""jewelry"": 134259, ""kitchen_items"": 67129, ""decoration"": 27970, ""miscellaneous"": 13425}"
USR-083,255000,1910000,0,9,2,3,19,"[26, 21, 19]",Medium,Low,Medium,Medium,High,Low,High,High,795599,943344,0.65,"{""bridal_dress"": 117924, ""groom_dress"": 62893, ""furniture"": 157233, ""electronics"": 117924, ""jewelry"": 188679, ""kitchen_items"": 75471, ""decoration"": 47169, ""miscellaneous"": 28301}"
USR-084,210000,170000,200000,11,3,3,11,"[28, 11, 11]",Low,Low,High,Low,Low,Low,Medium,High,201600,165273,0.6,"{""bridal_dress"": 26820, ""groom_dress"": 17880, ""furniture"": 53640, ""electronics"": 26820, ""jewelry"": 35760, ""kitchen_items"": 21456, ""decoration"": 11175, ""miscellaneous"": 8046}"
USR-085,120000,560000,0,11,0,1,19,[19],Low,Low,High,Medium,Low,Low,Low,Medium,425600,521244,0.95,"{""bridal_dress"": 55755, ""groom_dress"": 37170, ""furniture"": 111510, ""electronics"": 69694, ""jewelry"": 74340, ""kitchen_items"": 44604, ""decoration"": 18585, ""miscellaneous"": 13938}"
USR-086,195000,150000,0,5,2,1,27,[27],High,High,Medium,Medium,Medium,Low,Low,Medium,120000,138850,1.0,"{""bridal_dress"": 21259, ""groom_dress"": 14173, ""furniture"": 23622, ""electronics"": 17716, ""jewelry"": 23622, ""kitchen_items"": 11338, ""decoration"": 4724, ""miscellaneous"": 3543}"
USR-087,75000,1100000,150000,12,0,4,15,"[28, 27, 20, 15]",Medium,Low,Medium,High,High,Low,High,High,255000,266586,0.5,"{""bridal_dress"": 36708, ""groom_dress"": 19577, ""furniture"": 48944, ""electronics"": 44049, ""jewelry"": 58733, ""kitchen_items"": 23493, ""decoration"": 14683, ""miscellaneous"": 8809}"
USR-088,90000,330000,150000,12,1,1,22,[22],Medium,Medium,Low,Medium,Medium,Low,High,High,393300,391876,0.95,"{""bridal_dress"": 61969, ""groom_dress"": 41313, ""furniture"": 66100, ""electronics"": 61969, ""jewelry"": 82626, ""kitchen_items"": 39660, ""decoration"": 24787, ""miscellaneous"": 14872}"
USR-089,145000,1190000,200000,9,0,3,15,"[26, 17, 15]",Low,High,High,Low,High,Medium,Low,Low,537600,553267,0.6,"{""bridal_dress"": 63000, ""groom_dress"": 63000, ""furniture"": 126000, ""electronics"": 63000, ""jewelry"": 126000, ""kitchen_items"": 63000, ""decoration"": 21000, ""miscellaneous"": 12600}"
USR-090,160000,1240000,0,12,2,4,11,"[19, 16, 11, 11]",High,Medium,High,Low,Low,Low,Medium,Low,384000,459355,0.5,"{""bridal_dress"": 71257, ""groom_dress"": 39587, ""furniture"": 95010, ""electronics"": 47505, ""jewelry"": 63340, ""kitchen_items"": 38004, ""decoration"": 19793, ""miscellaneous"": 9501}"
USR-091,170000,180000,100000,7,2,1,27,[27],Medium,Low,Low,High,Low,High,Low,Low,244000,251137,1.0,"{""bridal_dress"": 39019, ""groom_dress"": 20810, ""furniture"": 41620, ""electronics"": 46823, ""jewelry"": 41620, ""kitchen_items"": 37458, ""decoration"": 10405, ""miscellaneous"": 6243}"
USR-092,160000,1460000,0,7,0,2,16,"[21, 16]",Medium,High,Medium,Low,Medium,Medium,High,Low,576000,701910,0.75,"{""bridal_dress"": 86921, ""groom_dress"": 69537, ""furniture"": 115895, ""electronics"": 69537, ""jewelry"": 115895, ""kitchen_items"": 69537, ""decoration"": 34768, ""miscellaneous"": 13907}"
USR-093,125000,1050000,150000,12,3,2,14,"[18, 14]",Low,Low,Medium,Low,High,Medium,Medium,Low,562500,662196,0.75,"{""bridal_dress"": 70754, ""groom_dress"": 47169, ""furniture"": 117924, ""electronics"": 70754, ""jewelry"": 141509, ""kitchen_items"": 70754, ""decoration"": 29481, ""miscellaneous"": 14150}"
USR-094,50000,1070000,100000,10,2,3,12,"[23, 15, 12]",Low,Low,Medium,Low,Medium,Low,Low,Low,204000,154592,0.6,"{""bridal_dress"": 27818, ""groom_dress"": 18545, ""furniture"": 46363, ""electronics"": 27818, ""jewelry"": 46363, ""kitchen_items"": 22254, ""decoration"": 9272, ""miscellaneous"": 5563}"
USR-095,175000,190000,150000,7,0,2,13,"[13, 13]",Low,Low,Low,Medium,Medium,High,High,Medium,226500,185420,0.75,"{""bridal_dress"": 28792, ""groom_dress"": 19194, ""furniture"": 38389, ""electronics"": 35990, ""jewelry"": 47987, ""kitchen_items"": 34550, ""decoration"": 14396, ""miscellaneous"": 7198}"
USR-096,120000,700000,0,4,0,3,16,"[22, 20, 16]",Low,High,High,Low,High,High,High,High,336000,378807,0.6,"{""bridal_dress"": 37333, ""groom_dress"": 37333, ""furniture"": 74666, ""electronics"": 37333, ""jewelry"": 74666, ""kitchen_items"": 44800, ""decoration"": 18666, ""miscellaneous"": 11200}"
USR-097,80000,1930000,150000,9,1,2,12,"[24, 12]",Low,Low,High,High,Low,High,High,Medium,400500,383168,0.75,"{""bridal_dress"": 47396, ""groom_dress"": 31597, ""furniture"": 94792, ""electronics"": 71094, ""jewelry"": 63195, ""kitchen_items"": 56875, ""decoration"": 23698, ""miscellaneous"": 11849}"
USR-098,50000,1300000,50000,4,1,2,10,"[23, 10]",Low,Medium,High,High,High,High,Low,Medium,217500,274260,0.75,"{""bridal_dress"": 23857, ""groom_dress"": 19881, ""furniture"": 47714, ""electronics"": 35786, ""jewelry"": 47714, ""kitchen_items"": 28628, ""decoration"": 7952, ""miscellaneous"": 5964}"
USR-099,105000,640000,0,5,0,2,10,"[20, 10]",Low,High,High,Low,High,Low,Medium,High,378000,374444,0.75,"{""bridal_dress"": 44383, ""groom_dress"": 44383, ""furniture"": 88767, ""electronics"": 44383, ""jewelry"": 88767, ""kitchen_items"": 35506, ""decoration"": 18493, ""miscellaneous"": 13315}"
USR-100,285000,1890000,0,4,0,1,11,[11],High,Medium,Medium,Low,Medium,Medium,Medium,Low,1231200,1243836,0.9,"{""bridal_dress"": 222953, ""groom_dress"": 123863, ""furniture"": 247726, ""electronics"": 148635, ""jewelry"": 247726, ""kitchen_items"": 148635, ""decoration"": 61931, ""miscellaneous"": 29727}"
USR-101,275000,890000,100000,5,2,2,13,"[27, 13]",High,High,Medium,Low,Medium,High,High,High,609000,753685,0.75,"{""bridal_dress"": 103415, ""groom_dress"": 68943, ""furniture"": 114905, ""electronics"": 68943, ""jewelry"": 114905, ""kitchen_items"": 82732, ""decoration"": 34471, ""miscellaneous"": 20683}"
USR-102,225000,1900000,50000,6,0,4,16,"[27, 23, 19, 16]",Low,Low,Low,High,Medium,High,High,Medium,565000,415617,0.5,"{""bridal_dress"": 69609, ""groom_dress"": 46406, ""furniture"": 92813, ""electronics"": 104414, ""jewelry"": 116016, ""kitchen_items"": 83531, ""decoration"": 34804, ""miscellaneous"": 17402}"
USR-103,115000,1730000,200000,7,1,2,20,"[24, 20]",Medium,High,High,Low,High,High,High,High,601600,754295,0.8,"{""bridal_dress"": 81297, ""groom_dress"": 65037, ""furniture"": 130075, ""electronics"": 65037, ""jewelry"": 130075, ""kitchen_items"": 78045, ""decoration"": 32518, ""miscellaneous"": 19511}"
USR-104,135000,1570000,50000,5,1,1,16,[16],High,Low,Medium,High,Medium,Low,Low,Medium,628200,516523,0.9,"{""bridal_dress"": 112401, ""groom_dress"": 49956, ""furniture"": 124890, ""electronics"": 112401, ""jewelry"": 124890, ""kitchen_items"": 59947, ""decoration"": 24978, ""miscellaneous"": 18733}"
USR-105,115000,1990000,200000,4,2,1,25,[25],High,Low,Medium,Medium,Low,Low,Low,High,752000,739934,1.0,"{""bridal_dress"": 143694, ""groom_dress"": 63864, ""furniture"": 159660, ""electronics"": 119745, ""jewelry"": 127728, ""kitchen_items"": 76636, ""decoration"": 31932, ""miscellaneous"": 28738}"
USR-106,215000,320000,200000,5,0,3,13,"[28, 17, 13]",Medium,Low,Medium,Low,Low,High,High,Low,273600,344423,0.6,"{""bridal_dress"": 43752, ""groom_dress"": 23334, ""furniture"": 58336, ""electronics"": 35002, ""jewelry"": 46669, ""kitchen_items"": 42002, ""decoration"": 17501, ""miscellaneous"": 7000}"
USR-107,105000,1730000,100000,10,3,1,12,[12],Medium,High,Medium,High,Low,Low,Medium,High,543600,571010,0.9,"{""bridal_dress"": 82197, ""groom_dress"": 65758, ""furniture"": 109596, ""electronics"": 98637, ""jewelry"": 87677, ""kitchen_items"": 52606, ""decoration"": 27399, ""miscellaneous"": 19727}"
USR-108,140000,1080000,0,8,3,3,17,"[24, 20, 17]",High,Low,High,Medium,High,Low,Medium,Medium,403200,392039,0.6,"{""bridal_dress"": 68082, ""groom_dress"": 30258, ""furniture"": 90776, ""electronics"": 56735, ""jewelry"": 90776, ""kitchen_items"": 36310, ""decoration"": 18911, ""miscellaneous"": 11347}"
USR-109,220000,420000,150000,7,2,2,10,"[19, 10]",High,Medium,High,Medium,Medium,Medium,Medium,Medium,364500,372302,0.75,"{""bridal_dress"": 61317, ""groom_dress"": 34065, ""furniture"": 81757, ""electronics"": 51098, ""jewelry"": 68130, ""kitchen_items"": 40878, ""decoration"": 17032, ""miscellaneous"": 10219}"
USR-110,40000,200000,0,7,3,2,16,"[26, 16]",Medium,High,High,High,Medium,High,Medium,Medium,120000,94617,0.75,"{""bridal_dress"": 16157, ""groom_dress"": 12926, ""furniture"": 25852, ""electronics"": 19389, ""jewelry"": 21543, ""kitchen_items"": 15511, ""decoration"": 5385, ""miscellaneous"": 3231}"
USR-111,35000,170000,200000,5,1,2,19,"[24, 19]",Medium,Medium,Medium,Low,Low,Medium,Low,High,268800,301189,0.8,"{""bridal_dress"": 43542, ""groom_dress"": 29028, ""furniture"": 58056, ""electronics"": 34833, ""jewelry"": 46444, ""kitchen_items"": 34833, ""decoration"": 11611, ""miscellaneous"": 10450}"
USR-112,185000,410000,100000,6,1,4,11,"[28, 20, 13, 11]",Low,High,Medium,High,High,Low,High,High,214000,256522,0.5,"{""bridal_dress"": 24410, ""groom_dress"": 24410, ""furniture"": 40684, ""electronics"": 36615, ""jewelry"": 48821, ""kitchen_items"": 19528, ""decoration"": 12205, ""miscellaneous"": 7323}"
USR-113,65000,1760000,0,11,0,3,13,"[25, 18, 13]",High,Low,Low,High,Medium,Medium,High,Low,187200,215548,0.6,"{""bridal_dress"": 33561, ""groom_dress"": 14916, ""furniture"": 29832, ""electronics"": 33561, ""jewelry"": 37290, ""kitchen_items"": 22374, ""decoration"": 11187, ""miscellaneous"": 4474}"
USR-114,205000,560000,0,5,1,2,16,"[22, 16]",High,Low,Low,High,High,Low,Low,Low,336000,376534,0.75,"{""bridal_dress"": 60480, ""groom_dress"": 26880, ""furniture"": 53760, ""electronics"": 60480, ""jewelry"": 80640, ""kitchen_items"": 32256, ""decoration"": 13440, ""miscellaneous"": 8064}"
USR-115,85000,1280000,50000,11,2,3,23,"[24, 24, 23]",Low,Medium,High,Low,Low,High,Medium,High,320600,392776,0.7,"{""bridal_dress"": 39661, ""groom_dress"": 33051, ""furniture"": 79323, ""electronics"": 39661, ""jewelry"": 52882, ""kitchen_items"": 47594, ""decoration"": 16525, ""miscellaneous"": 11898}"
USR-116,65000,630000,0,7,0,1,27,[27],Medium,Low,Low,High,High,Medium,Low,Medium,312000,334632,1.0,"{""bridal_dress"": 46800, ""groom_dress"": 24960, ""furniture"": 49920, ""electronics"": 56160, ""jewelry"": 74880, ""kitchen_items"": 37440, ""decoration"": 12480, ""miscellaneous"": 9360}"
USR-117,150000,400000,0,11,0,3,18,"[25, 24, 18]",High,High,High,Medium,High,High,High,Medium,207999,268158,0.65,"{""bridal_dress"": 32164, ""groom_dress"": 21443, ""furniture"": 42886, ""electronics"": 26803, ""jewelry"": 42886, ""kitchen_items"": 25731, ""decoration"": 10721, ""miscellaneous"": 5360}"
USR-118,65000,650000,50000,12,3,2,15,"[23, 15]",Low,High,High,Low,Medium,Medium,Medium,High,271500,226029,0.75,"{""bridal_dress"": 32385, ""groom_dress"": 32385, ""furniture"": 64771, ""electronics"": 32385, ""jewelry"": 53976, ""kitchen_items"": 32385, ""decoration"": 13494, ""miscellaneous"": 9715}"
USR-119,120000,1250000,0,12,1,3,14,"[27, 16, 14]",High,Low,High,Low,Low,Medium,High,Medium,345600,359208,0.6,"{""bridal_dress"": 62836, ""groom_dress"": 27927, ""furniture"": 83781, ""electronics"": 41890, ""jewelry"": 55854, ""kitchen_items"": 41890, ""decoration"": 20945, ""miscellaneous"": 10472}"
USR-120,275000,1370000,50000,6,2,2,12,"[13, 12]",Low,High,Medium,Medium,Medium,Low,Low,High,859500,641006,0.75,"{""bridal_dress"": 107214, ""groom_dress"": 107214, ""furniture"": 178690, ""electronics"": 134017, ""jewelry"": 178690, ""kitchen_items"": 85771, ""decoration"": 35738, ""miscellaneous"": 32164}"
USR-121,195000,1910000,150000,8,3,4,10,"[26, 25, 24, 10]",Medium,High,High,Medium,Low,High,Low,Medium,543000,589445,0.5,"{""bridal_dress"": 78771, ""groom_dress"": 63017, ""furniture"": 126034, ""electronics"": 78771, ""jewelry"": 84023, ""kitchen_items"": 75620, ""decoration"": 21005, ""miscellaneous"": 15754}"
USR-122,235000,510000,150000,9,1,4,12,"[23, 23, 15, 12]",Medium,High,Low,Medium,High,High,Medium,Medium,279000,278409,0.5,"{""bridal_dress"": 40086, ""groom_dress"": 32068, ""furniture"": 42758, ""electronics"": 40086, ""jewelry"": 64137, ""kitchen_items"": 38482, ""decoration"": 13362, ""miscellaneous"": 8017}"
USR-123,175000,1980000,0,6,2,1,20,[20],Medium,Medium,Low,Low,Medium,Medium,Low,Low,798000,649006,0.95,"{""bridal_dress"": 130962, ""groom_dress"": 87308, ""furniture"": 139693, ""electronics"": 104770, ""jewelry"": 174617, ""kitchen_items"": 104770, ""decoration"": 34923, ""miscellaneous"": 20954}"
USR-124,75000,670000,50000,12,1,2,14,"[26, 14]",Low,Medium,Medium,Low,High,High,Medium,Low,307500,362842,0.75,"{""bridal_dress"": 36973, ""groom_dress"": 30811, ""furniture"": 61623, ""electronics"": 36973, ""jewelry"": 73947, ""kitchen_items"": 44368, ""decoration"": 15405, ""miscellaneous"": 7394}"
USR-125,115000,1880000,200000,4,0,3,18,"[23, 21, 18]",High,Medium,High,Medium,Medium,High,High,Low,488799,452235,0.65,"{""bridal_dress"": 80130, ""groom_dress"": 44517, ""furniture"": 106841, ""electronics"": 66775, ""jewelry"": 89034, ""kitchen_items"": 64104, ""decoration"": 26710, ""miscellaneous"": 10684}"
USR-126,290000,680000,0,10,2,4,11,"[27, 26, 18, 11]",Medium,Low,Medium,High,Low,Low,High,Medium,272000,230742,0.5,"{""bridal_dress"": 42677, ""groom_dress"": 22761, ""furniture"": 56903, ""electronics"": 51213, ""jewelry"": 45523, ""kitchen_items"": 27313, ""decoration"": 17071, ""miscellaneous"": 8535}"
USR-127,130000,190000,150000,8,1,2,16,"[26, 16]",Low,High,Low,Medium,High,Low,High,Medium,226500,276246,0.75,"{""bridal_dress"": 27848, ""groom_dress"": 27848, ""furniture"": 37131, ""electronics"": 34810, ""jewelry"": 55696, ""kitchen_items"": 22278, ""decoration"": 13924, ""miscellaneous"": 6962}"
USR-128,150000,1260000,150000,12,2,1,10,[10],Low,Low,High,High,Medium,Low,Medium,Low,783000,767568,0.9,"{""bridal_dress"": 94909, ""groom_dress"": 63272, ""furniture"": 189818, ""electronics"": 142363, ""jewelry"": 158181, ""kitchen_items"": 75927, ""decoration"": 39545, ""miscellaneous"": 18981}"
USR-129,80000,560000,0,5,0,3,20,"[27, 23, 20]",Medium,Low,Low,Medium,High,High,Low,High,249599,212520,0.65,"{""bridal_dress"": 37439, ""groom_dress"": 19967, ""furniture"": 39935, ""electronics"": 37439, ""jewelry"": 59903, ""kitchen_items"": 35942, ""decoration"": 9983, ""miscellaneous"": 8985}"
USR-130,175000,1000000,0,6,1,3,19,"[28, 25, 19]",Low,Low,Low,Medium,High,Medium,Medium,Medium,519999,597637,0.65,"{""bridal_dress"": 65684, ""groom_dress"": 43789, ""furniture"": 87578, ""electronics"": 82105, ""jewelry"": 131368, ""kitchen_items"": 65684, ""decoration"": 27368, ""miscellaneous"": 16421}"
USR-131,65000,650000,0,8,2,2,19,"[19, 19]",High,High,Low,Low,Low,High,Low,High,249599,197759,0.8,"{""bridal_dress"": 46799, ""groom_dress"": 31199, ""furniture"": 41599, ""electronics"": 31199, ""jewelry"": 41599, ""kitchen_items"": 37439, ""decoration"": 10399, ""miscellaneous"": 9359}"
USR-132,115000,1560000,100000,8,3,2,22,"[26, 22]",Medium,High,Low,High,Medium,High,Medium,Low,521599,397904,0.8,"{""bridal_dress"": 76108, ""groom_dress"": 60887, ""furniture"": 81182, ""electronics"": 91330, ""jewelry"": 101478, ""kitchen_items"": 73064, ""decoration"": 25369, ""miscellaneous"": 12177}"
USR-133,240000,1060000,50000,10,3,4,10,"[19, 17, 12, 10]",Low,Low,Low,High,Medium,Low,High,Low,449000,504061,0.5,"{""bridal_dress"": 58565, ""groom_dress"": 39043, ""furniture"": 78086, ""electronics"": 87847, ""jewelry"": 97608, ""kitchen_items"": 46852, ""decoration"": 29282, ""miscellaneous"": 11713}"
USR-134,270000,1590000,100000,5,3,1,24,[24],Low,Low,Medium,High,Low,Low,High,Medium,1372000,1516898,1.0,"{""bridal_dress"": 177796, ""groom_dress"": 118531, ""furniture"": 296328, ""electronics"": 266695, ""jewelry"": 237062, ""kitchen_items"": 142237, ""decoration"": 88898, ""miscellaneous"": 44449}"
USR-135,90000,1270000,0,10,1,4,14,"[27, 16, 15, 14]",Medium,High,Low,Medium,Medium,Low,Low,Low,216000,169757,0.5,"{""bridal_dress"": 34468, ""groom_dress"": 27574, ""furniture"": 36765, ""electronics"": 34468, ""jewelry"": 45957, ""kitchen_items"": 22059, ""decoration"": 9191, ""miscellaneous"": 5514}"
USR-136,240000,1240000,50000,7,3,1,23,[23],Medium,Medium,High,Low,Medium,Medium,Low,High,1042000,957918,1.0,"{""bridal_dress"": 155367, ""groom_dress"": 103578, ""furniture"": 248588, ""electronics"": 124294, ""jewelry"": 207157, ""kitchen_items"": 124294, ""decoration"": 41431, ""miscellaneous"": 37288}"
USR-137,120000,770000,200000,11,1,3,10,"[14, 13, 10]",Medium,High,High,Medium,Medium,Medium,High,High,465600,450164,0.6,"{""bridal_dress"": 64907, ""groom_dress"": 51925, ""furniture"": 103851, ""electronics"": 64907, ""jewelry"": 86542, ""kitchen_items"": 51925, ""decoration"": 25962, ""miscellaneous"": 15577}"
USR-138,195000,1260000,0,6,0,4,11,"[18, 12, 11, 11]",High,High,Medium,Low,High,High,High,Medium,468000,489745,0.5,"{""bridal_dress"": 77001, ""groom_dress"": 51334, ""furniture"": 85557, ""electronics"": 51334, ""jewelry"": 102669, ""kitchen_items"": 61601, ""decoration"": 25667, ""miscellaneous"": 12833}"
USR-139,180000,580000,200000,8,1,4,11,"[25, 22, 20, 11]",Medium,Medium,Low,High,Low,Medium,Medium,Low,332000,378317,0.5,"{""bridal_dress"": 52754, ""groom_dress"": 35169, ""furniture"": 56271, ""electronics"": 63305, ""jewelry"": 56271, ""kitchen_items"": 42203, ""decoration"": 17584, ""miscellaneous"": 8440}"
USR-140,255000,1060000,150000,6,1,2,11,"[20, 11]",High,Medium,High,Medium,Medium,Low,Low,High,748500,635061,0.75,"{""bridal_dress"": 129299, ""groom_dress"": 71833, ""furniture"": 172399, ""electronics"": 107749, ""jewelry"": 143666, ""kitchen_items"": 68959, ""decoration"": 28733, ""miscellaneous"": 25859}"
USR-141,290000,150000,100000,12,1,4,15,"[22, 21, 18, 15]",Low,Low,High,High,Medium,Low,Low,High,110000,126296,0.5,"{""bridal_dress"": 13306, ""groom_dress"": 8870, ""furniture"": 26612, ""electronics"": 19959, ""jewelry"": 22177, ""kitchen_items"": 10645, ""decoration"": 4435, ""miscellaneous"": 3991}"
USR-142,45000,1810000,100000,4,0,2,15,"[23, 15]",High,Low,Medium,Low,Medium,Medium,Medium,High,237000,203953,0.75,"{""bridal_dress"": 43265, ""groom_dress"": 19229, ""furniture"": 48073, ""electronics"": 28843, ""jewelry"": 48073, ""kitchen_items"": 28843, ""decoration"": 12018, ""miscellaneous"": 8653}"
USR-143,190000,890000,50000,12,3,4,11,"[26, 18, 16, 11]",High,Low,Medium,Low,Medium,Low,High,High,381000,480763,0.5,"{""bridal_dress"": 70555, ""groom_dress"": 31358, ""furniture"": 78395, ""electronics"": 47037, ""jewelry"": 78395, ""kitchen_items"": 37629, ""decoration"": 23518, ""miscellaneous"": 14111}"
USR-144,230000,1970000,100000,10,1,1,13,[13],Medium,Medium,Low,High,High,Medium,Medium,Medium,1083600,1176966,0.9,"{""bridal_dress"": 157805, ""groom_dress"": 105203, ""furniture"": 168326, ""electronics"": 189366, ""jewelry"": 252489, ""kitchen_items"": 126244, ""decoration"": 52601, ""miscellaneous"": 31561}"
USR-145,75000,900000,150000,6,1,2,12,"[24, 12]",Low,High,Medium,Medium,Medium,Medium,Low,Medium,382500,359966,0.75,"{""bridal_dress"": 46836, ""groom_dress"": 46836, ""furniture"": 78061, ""electronics"": 58545, ""jewelry"": 78061, ""kitchen_items"": 46836, ""decoration"": 15612, ""miscellaneous"": 11709}"
USR-146,245000,1600000,50000,4,2,1,15,[15],Low,Low,Low,Medium,Medium,Low,Medium,Low,1103400,1090429,0.9,"{""bridal_dress"": 150463, ""groom_dress"": 100309, ""furniture"": 200618, ""electronics"": 188079, ""jewelry"": 250772, ""kitchen_items"": 120370, ""decoration"": 62693, ""miscellaneous"": 30092}"
USR-147,290000,740000,150000,6,1,2,19,"[22, 19]",High,Low,High,Low,Medium,Medium,Medium,Low,593600,742675,0.8,"{""bridal_dress"": 105372, ""groom_dress"": 46832, ""furniture"": 140497, ""electronics"": 70248, ""jewelry"": 117080, ""kitchen_items"": 70248, ""decoration"": 29270, ""miscellaneous"": 14049}"
USR-148,280000,180000,100000,9,2,2,10,"[13, 10]",High,High,Low,Low,Low,Medium,Low,Low,183000,141059,0.75,"{""bridal_dress"": 35649, ""groom_dress"": 23766, ""furniture"": 31688, ""electronics"": 23766, ""jewelry"": 31688, ""kitchen_items"": 23766, ""decoration"": 7922, ""miscellaneous"": 4753}"
USR-149,60000,1410000,0,5,3,1,24,[24],Low,Low,Low,Low,High,Low,Medium,Medium,288000,234773,1.0,"{""bridal_dress"": 38571, ""groom_dress"": 25714, ""furniture"": 51428, ""electronics"": 38571, ""jewelry"": 77142, ""kitchen_items"": 30857, ""decoration"": 16071, ""miscellaneous"": 9642}"
USR-150,285000,660000,0,11,2,1,23,[23],Medium,Medium,Low,Low,High,Medium,Medium,Medium,528000,672427,1.0,"{""bridal_dress"": 81649, ""groom_dress"": 54432, ""furniture"": 87092, ""electronics"": 65319, ""jewelry"": 130639, ""kitchen_items"": 65319, ""decoration"": 27216, ""miscellaneous"": 16329}"
80000,900000,100000,6,1,2,19,"[20,19]",High,Medium,High,Medium,Medium,Medium,Medium,Medium,391032,391032,0.8,"{""bridal_dress"":65780,""groom_dress"":36544,""furniture"":87707,""electronics"":54817,""jewelry"":73089,""kitchen_items"":43853,""decoration"":18272,""miscellaneous"":10963}",USR-151
